interval,signalconsensus,fcc,resetmiddle,allowmidsells,matype,rsil,rsib,rsis,bbl,devup,devdn,macdfast,macdslow,macdsign,trades,roi
15,True,False,False,False,7,3,31.0,85.0,5,1.0,1.0,5,6,2
5,False,False,False,False,8,17,42.0,72.0,30,2.0,2.0,12,24,2
5,False,False,False,False,0,18,40.0,51.0,23,2.0,2.0,7,23,18
10,False,False,False,False,2,3,12.0,75.0,12,2.0,2.0,10,40,2
5,True,False,False,False,3,12,43.0,71.0,53,1.1,0.92,22,26,2
5,False,False,False,False,6,11,31.0,71.0,21,1.8,2.0,20,40,9
5,False,False,True,True,4,21,50.0,71.0,21,1.0,1.0,12,26,12
5,False,False,False,False,8,42,49.0,51.0,21,2.0,2.0,31,91,12
5,False,False,False,False,8,3,29.0,66.0,31,0.7,0.7,44,81,9
5,True,False,False,False,0,6,21.0,85.0,12,0.5,0.5,41,130,12
5,True,False,False,False,6,6,4.0,90.0,74,1.86,1.6,12,51,20
10,False,False,False,False,1,5,37.0,81.0,20,2.0,2.0,12,26,9
10,False,False,False,False,0,6,30.0,62.0,24,0.5,0.5,12,24,7
5,True,False,False,False,6,8,4.0,85.5,96,1.86,1.94,41,138,41
10,True,False,True,False,5,3,21.0,89.0,7,1.19,0.741,10,40,28
5,False,False,False,False,7,9,37.0,70.0,5,3.1,2.8,12,24,2
4,False,False,False,False,5,3,21.0,44.0,15,1.4,1.4,7,120,31
1,False,False,False,False,8,5,31.0,79.0,51,2.0,2.0,12,120,2
5,False,False,True,False,0,6,32.0,77.0,10,2.4,1.57,12,26,9
2,True,False,False,False,0,10,31.0,64.0,12,2.0,0.5,4,8,2
1,True,False,False,False,6,2,2.0,95.0,5,2.0,2.0,22,26,2
5,False,False,True,False,0,3,32.0,75.0,25,2.4,1.6,6,91,9
1,True,False,False,False,6,2,9.0,69.0,50,1.86,1.94,41,130,41
1,False,False,True,False,8,3,11.0,65.0,18,2.5,1.0,55,180,16
60,True,False,False,False,3,4,12.0,75.0,12,2.0,2.0,40,120,8
1,False,False,False,False,5,3,51.0,91.0,8,2.1,1.6,20,120,2
6,False,False,False,False,0,4,21.0,81.0,21,1.0,0.7,10,30,4
5,False,True,False,False,3,9,43.0,71.0,51,1.1,0.92,22,26,2
6,True,False,False,False,8,2,5.0,91.0,47,0.1,0.6,4,83,9
5,False,False,False,False,0,3,25.0,55.0,18,1.4,1.9,16,23,1
5,True,False,False,False,2,5,31.0,50.0,6,1.0,1.0,5,20,2
6,False,False,False,False,0,3,51.0,65.0,14,0.5,1.3,20,40,8
5,False,False,True,False,8,9,22.0,76.0,21,2.1,2.0,20,40,2
1,False,False,False,False,0,4,41.0,71.0,20,1.0,1.0,12,50,2
5,False,False,False,False,3,12,43.0,71.0,53,1.1,0.92,22,26,2
1,False,False,False,False,8,21,48.0,64.0,2,2.8,2.5,12,55,2
3,False,False,False,False,1,15,23.0,61.0,12,1.8,1.9,50,100,51
5,False,False,False,False,8,2,21.0,91.0,10,1.0,1.0,20,40,12
5,False,False,False,False,8,13,30.1,60.0,11,2.0,1.0,12,24,9
10,True,False,False,False,7,3,1.0,81.0,3,0.3,1.5,20,40,2
5,True,False,False,False,6,2,7.0,65.0,5,1.86,1.94,41,130,41
2,False,False,False,False,0,10,30.0,70.0,30,2.0,2.0,21,26,7
5,False,False,True,False,8,19,44.0,59.0,22,0.7,0.6,22,44,8
5,False,False,False,False,3,2,51.0,78.0,120,1.0,1.0,20,120,12
15,False,False,False,False,0,3,46.0,70.0,46,0.2,1.0,20,30,2
5,True,False,False,False,2,18,28.0,83.0,62,0.51,1.15,6,400,41
5,False,False,False,False,3,15,26.0,58.0,26,3.1,2.06,27,56,5
12,False,False,False,False,3,14,63.0,71.0,53,1.1,0.92,22,26,2
1,True,False,False,False,5,9,41.0,65.0,3,1.7,1.6,20,120,2
15,False,False,False,False,8,21,47.0,65.0,7,1.9,0.4,20,120,2
5,True,False,False,False,0,2,21.0,85.0,21,1.0,1.0,50,130,2
5,True,False,False,False,6,24,46.0,60.0,84,1.97,2.14,7,53,12
5,False,False,False,True,2,11,45.0,75.0,33,1.8,1.5,100,40,2
5,False,False,True,False,6,10,33.0,70.0,12,1.1,1.1,20,50,8
5,False,False,True,True,0,11,27.0,80.0,120,2.0,2.0,59,60,7
5,False,False,False,False,8,21,43.0,64.0,49,2.0,2.0,30,60,3
10,False,False,False,False,2,3,51.0,74.0,50,0.5,0.9,50,100,12
1,False,False,False,True,0,18,100.0,51.0,21,2.0,2.0,7,23,12
60,True,False,False,False,7,2,100.0,95.0,12,2.0,1.0,2,15,2
5,True,False,False,False,8,2,2.0,95.0,41,2.56,3.2,10,100,34
15,True,False,False,False,2,5,21.0,90.0,50,2.0,2.0,50,120,2
10,False,False,False,False,8,4,30.0,70.0,20,1.3,0.4,33,66,3
5,False,False,False,False,0,18,40.0,51.0,15,2.0,2.0,7,23,18
5,False,False,False,False,6,10,31.0,71.0,48,1.2,3.2,6,81,2
2,False,False,False,False,7,9,37.0,70.0,5,2.0,2.0,12,24,9
5,False,False,False,False,1,6,36.0,64.0,32,0.3,0.4,12,24,6
10,False,False,False,False,8,5,32.0,67.0,3,1.7,0.5,33,66,9
15,False,False,False,False,7,17,41.0,72.0,70,1.0,1.0,30,40,2
5,True,True,False,False,6,7,6.0,84.0,7,1.86,1.94,40,166,68
5,False,False,False,False,1,4,10.0,88.0,40,1.9,2.1,5,10,2
5,True,False,False,False,8,3,31.0,51.0,12,1.4,1.8,10,120,2
1,False,False,True,False,8,5,40.0,81.0,19,2.5,0.9,24,52,11
5,True,False,False,False,5,2,33.0,55.0,21,1.66,1.74,41,130,44
12,True,False,False,True,0,18,100.0,51.0,15,2.0,2.0,7,23,12
5,False,False,False,True,6,2,2.0,90.0,14,1.3,1.3,100,120,2
5,False,False,False,False,5,2,21.0,85.0,41,1.2,1.2,20,120,8
5,False,False,False,False,7,53,47.0,53.0,12,2.0,2.0,10,20,7
5,True,False,False,False,6,8,6.0,67.0,10,1.86,1.94,41,130,41
6,False,False,False,False,0,2,41.0,91.0,31,1.0,3.0,20,80,2
5,False,False,False,False,6,18,44.0,51.0,50,2.2,2.2,21,50,8
4,True,False,False,False,0,2,21.0,81.0,4,0.5,0.3,20,40,2
5,True,False,False,True,8,23,37.0,94.0,12,2.0,2.2,21,81,10
5,False,False,False,False,6,5,44.0,74.0,20,1.0,0.5,12,26,9
6,True,False,False,False,4,3,51.0,71.0,12,2.0,1.3,20,50,2
10,True,True,False,False,0,15,41.0,76.0,16,2.0,2.0,20,120,2
1,True,False,False,False,8,5,10.0,90.0,10,1.0,1.0,15,120,30
1,True,False,True,True,0,2,21.0,71.0,12,1.0,1.0,20,40,12
2,False,False,False,False,0,4,41.0,71.0,4,2.0,1.0,20,80,2
45,False,False,False,False,1,22,40.0,72.0,18,1.7,1.5,20,50,4
3,True,False,False,False,8,10,31.0,64.0,12,2.0,2.0,4,8,2
5,False,False,False,False,7,5,26.0,89.0,12,1.4,1.0,18,45,1
10,False,False,False,False,0,5,45.0,78.0,21,1.0,1.0,20,80,12
15,False,False,False,False,0,6,32.0,77.0,12,2.35,2.0,12,26,9
5,True,False,False,False,6,2,12.0,71.0,24,1.86,1.94,41,130,41
5,False,False,False,False,5,8,34.0,64.0,17,2.0,2.0,50,120,12
3,True,False,False,False,3,12,21.0,91.0,30,1.5,0.9,60,100,6
5,False,False,False,False,1,7,41.0,79.0,12,2.5,1.0,40,80,2
5,False,False,False,False,3,14,61.0,71.0,53,1.1,0.92,22,26,2
5,False,False,True,False,3,3,52.0,56.0,7,3.0,1.0,12,26,12
