interval,signalconsensus,fcc,resetmiddle,allowmidsells,matype,rsil,rsib,rsis,bbl,devup,devdn,macdfast,macdslow,macdsign,trades,roi
5,False,False,True,False,4,6,34.0,65.0,32,0.5,0.8,12,24,5
5,False,True,True,False,2,11,2.0,95.0,35,1.0,1.0,20,40,8
5,False,False,True,False,7,5,41.0,79.0,65,2.7,2.8,24,52,12
5,False,False,False,False,8,5,27.0,55.0,21,2.0,2.0,31,91,11
4,True,False,False,False,0,21,32.0,68.0,31,2.3,2.0,22,120,3
5,False,False,False,True,4,5,55.0,72.0,50,2.0,2.0,20,40,2
5,True,False,False,False,6,9,40.0,81.0,7,1.0,1.0,5,19,2
5,False,False,False,False,8,21,37.0,63.0,13,1.7,1.99,5,30,2
3,False,False,False,False,8,21,47.0,65.0,4,1.9,0.6,20,120,2
5,True,False,False,False,6,21,33.0,71.0,15,2.0,2.0,9,23,31
5,False,False,False,False,1,9,33.0,63.0,24,3.0,3.0,20,50,8
5,False,False,False,False,6,20,42.0,61.0,21,1.2,0.03,3,81,2
4,False,False,True,False,0,3,21.0,91.0,31,2.2,0.9,71,157,2
30,True,False,True,False,4,5,33.0,72.0,50,1.86,1.94,41,130,41
5,False,False,False,False,7,30,43.0,61.0,23,2.1,1.1,6,61,9
15,True,False,False,False,0,7,11.0,81.0,70,1.1,2.0,6,15,21
5,True,False,False,False,5,6,44.0,72.0,13,1.5,1.0,5,20,2
2,False,False,False,False,1,11,45.0,75.0,33,1.0,1.5,10,40,12
15,False,False,False,False,3,14,63.0,71.0,53,1.1,0.92,22,26,2
5,False,False,True,False,6,11,35.0,69.0,12,2.0,2.0,20,120,14
1,True,False,False,False,5,6,21.0,85.0,30,1.0,1.8,2,120,12
5,False,False,False,False,8,5,41.0,80.0,18,2.0,1.0,24,52,12
1,False,False,False,False,5,5,21.0,81.0,3,1.0,0.5,25,50,3
5,False,False,False,False,8,2,21.0,81.0,12,2.0,1.0,4,20,2
6,True,False,False,False,2,10,16.0,91.0,15,1.0,2.0,20,120,2
5,False,False,False,False,6,6,32.0,77.0,5,1E-05,1.1,12,26,9
5,False,False,False,False,0,10,31.0,64.0,51,2.0,0.5,4,8,2
10,False,False,False,False,5,3,21.0,86.0,7,1.19,0.741,10,40,28
15,True,False,False,False,0,3,24.0,72.0,33,2.0,2.0,14,80,42
5,False,False,False,False,7,11,37.0,80.0,7,0.5,1.5,10,120,12
5,False,False,False,False,0,18,31.0,50.0,25,0.13,1.18,58,33,51
10,False,True,False,False,8,4,41.0,81.0,18,2.0,1.0,120,12,2
5,False,False,False,False,1,5,16.0,78.0,12,1.9,0.5,12,26,9
5,False,False,False,False,3,2,43.0,71.0,21,1.1,1.5,3,5,13
1,True,False,True,False,8,15,2.0,55.0,31,1.0,1.0,5,140,12
5,False,False,False,False,4,5,31.0,55.0,12,2.3,2.1,2,4,7
5,True,False,False,False,2,18,28.0,83.0,53,0.51,1.15,6,400,41
5,False,False,False,False,4,9,33.0,63.0,55,1.4,1.4,20,50,8
6,False,False,False,False,0,2,41.0,91.0,31,2.0,1.0,20,80,2
5,False,False,True,False,1,8,54.0,66.0,31,1.3,1.3,12,26,2
10,False,False,False,False,5,4,41.0,80.0,21,1.1,1.1,50,100,220
6,False,False,False,False,5,2,6.0,91.0,12,2.1,1.8,20,120,2
5,False,True,True,False,0,6,34.0,76.0,21,2.5,1.172,2,40,2
1,True,False,False,False,0,4,41.0,81.0,20,1.0,1.0,12,50,2
15,False,False,False,False,0,5,28.0,71.0,10,1.7,1.0,10,120,21
5,False,False,False,True,6,3,2.0,88.0,20,1.3,1.3,10,100,9
1,False,False,False,False,0,40,48.0,51.0,21,1.0,1.0,12,24,8
5,True,False,False,False,6,20,55.0,71.0,15,1.0,1.0,9,41,31
5,False,False,True,False,4,25,33.0,65.0,35,0.2,0.83,12,24,5
5,False,False,False,False,7,5,26.0,89.0,12,1.4,1.0,18,45,2
20,True,False,False,False,0,30,42.0,61.0,19,1.0,1.1,20,40,2
1,False,False,False,False,8,6,21.0,71.0,12,1.0,1.0,10,120,2
1,False,False,True,False,7,2,31.0,72.0,5,1.0,0.5,5,20,12
5,True,False,False,False,6,2,6.0,86.5,10,1.56,2.14,42,130,41
5,False,False,False,False,7,3,18.0,71.0,14,1.3,1.6,20,30,22
15,False,False,False,False,2,11,45.0,75.0,33,1.8,1.5,2,40,2
5,False,True,True,True,0,14,20.0,80.0,20,2.0,2.0,12,26,9
5,True,False,True,True,7,21,41.0,65.0,12,1.0,1.0,12,26,12
20,False,False,False,False,7,3,26.0,81.0,5,1.0,1.0,20,120,12
4,True,True,False,False,0,5,20.0,92.0,10,2.0,1.0,20,120,2
5,True,False,False,False,7,2,5.0,90.0,2,0.3,1.5,20,40,12
5,False,False,False,False,0,18,35.0,61.0,5,1.3,1.8,7,23,18
5,True,False,True,True,8,23,37.0,94.0,21,2.0,2.2,21,81,2
5,False,False,True,False,0,6,26.0,79.0,10,2.4,1.57,12,30,10
6,False,False,False,False,5,2,35.0,85.0,12,1.0,1.0,10,50,2
15,True,False,False,False,0,20,31.0,63.0,50,2.0,2.0,60,120,2
5,False,False,False,False,3,12,43.0,71.0,53,1.1,0.9,22,26,2
5,False,False,False,False,7,9,30.0,74.0,40,2.0,2.0,10,30,18
5,False,False,True,True,8,5,41.0,80.0,18,2.0,1.0,24,52,12
5,True,False,False,False,1,77,51.0,54.0,15,3.0,3.0,20,120,2
5,True,False,False,False,6,8,3.0,85.0,96,1.86,1.94,41,130,41
5,True,False,True,True,5,2,21.0,85.0,4,1.66,1.74,41,130,44
12,False,False,False,False,0,2,21.0,74.0,5,1.0,1.0,11,24,2
1,False,False,False,False,7,4,21.0,71.0,51,1.0,1.0,18,44,21
5,False,False,False,False,0,34,12.0,71.0,21,2.0,2.0,500,100,16
15,False,False,False,False,3,14,61.0,80.0,31,0.9,1.1,60,100,6
1,True,False,False,False,8,15,12.0,81.0,6,2.2,1.2,12,130,2
5,False,False,False,False,4,3,31.0,65.0,56,1.6,0.7,20,40,8
5,False,False,False,False,6,21,29.0,58.0,26,1.6,2.0,11,97,2
5,False,False,False,False,7,21,51.0,69.0,50,1.5,0.9,50,100,2
4,False,False,True,False,0,2,21.0,91.0,32,2.2,0.9,71,157,2
5,False,False,True,False,7,6,22.0,75.0,15,3.0,1.5,10,26,8
5,True,False,False,False,6,4,3.0,86.0,24,2.0,2.0,41,250,21
5,False,False,True,True,7,12,34.0,73.0,51,2.1,2.4,10,50,2
5,False,False,False,False,7,9,37.0,70.0,5,2.0,2.0,12,24,9
5,True,True,False,False,6,8,3.0,85.0,13,1.86,1.94,41,120,51
12,True,False,False,False,7,14,21.0,81.0,5,1.0,2.0,20,60,12
30,False,False,False,False,3,12,43.0,71.0,53,1.1,0.92,22,26,2
10,True,False,False,False,2,5,5.0,92.0,12,1.5,1.0,10,20,2
5,False,False,False,False,4,10,41.0,51.0,9,0.8,0.3,20,120,2
5,False,False,False,False,0,2,35.0,81.0,21,1.0,1.0,7,23,2
10,False,False,False,False,8,3,21.0,71.0,100,3.0,3.0,10,100,2
5,True,False,False,False,6,9,7.0,67.0,99,1.86,1.94,41,130,41
12,True,False,False,False,0,4,41.0,81.0,20,1.0,1.0,12,50,2
5,False,False,True,False,0,6,32.0,77.0,50,1.1,1.3,12,26,9
1,False,False,False,False,2,11,45.0,75.0,33,1.8,1.5,50,100,2
1,True,False,False,False,7,16,43.0,81.0,4,1.0,1.0,11,300,2
