interval,signalconsensus,fcc,resetmiddle,allowmidsells,matype,rsil,rsib,rsis,bbl,devup,devdn,macdfast,macdslow,macdsign,roi
20,True,False,False,False,1,2,19.0,79.0,626,2.1,0.5,9,22,6
2,True,False,False,False,0,10,31.0,64.0,41,2.0,1.0,4,8,2
4,True,False,True,False,8,2,5.0,90.0,51,2.0,2.0,20,40,12
5,True,False,True,True,6,8,3.0,85.0,96,1.86,1.94,41,130,41
15,False,False,True,False,3,14,59.0,71.0,5,1.1,0.92,3,5,13
5,False,False,False,False,0,3,15.0,71.0,8,1.9,1.6,20,120,2
3,False,False,False,False,5,4,29.0,51.0,5,1.0,0.5,25,50,11
5,False,False,False,False,6,20,25.0,63.0,19,0.4,0.06,6,81,12
5,True,False,False,False,8,5,2.0,83.0,41,1.86,1.84,42,130,41
10,False,False,False,False,1,7,71.0,34.0,10,2.0,2.0,120,12,2
5,False,False,False,False,0,3,30.0,60.0,17,1.5,1.5,11,22,5
1,True,False,False,False,3,11,50.0,81.0,8,2.7,0.5,4,18,2
5,False,False,True,False,6,15,30.0,61.0,37,3.0,2.0,40,80,14
5,False,False,False,False,6,9,100.0,81.0,75,1.12,1.2,6,81,2
5,False,False,False,False,8,5,22.0,71.0,10,0.5,0.5,20,120,12
10,False,False,False,False,0,3,51.0,92.0,14,2.0,2.0,20,40,2
5,False,False,True,False,8,5,41.0,78.0,90,2.7,1.6,24,52,12
5,False,False,False,False,8,3,21.0,71.0,13,2.6,2.0,20,120,0
2,False,False,False,False,2,11,45.0,75.0,33,1.8,1.5,2,40,2
5,True,False,False,False,7,2,12.0,91.0,5,1.0,1.0,7,23,18
1,False,False,False,False,6,2,2.0,95.0,5,2.0,2.0,22,26,2
2,False,False,False,False,8,21,47.0,65.0,7,1.9,0.6,20,120,12
5,False,False,False,False,8,10,32.0,70.0,30,2.4,2.0,50,70,12
5,False,True,False,True,0,2,71.0,80.0,21,2.0,2.0,20,40,8
5,False,False,False,False,0,2,41.0,61.0,6181,2.0,2.0,20,40,2
10,False,False,False,False,1,12,33.0,80.0,21,1.7,1.5,100,200,2
5,True,False,False,False,2,5,2.0,91.0,105,1.0,1.0,25,80,2
5,False,False,False,False,0,18,36.0,60.0,15,2.1,2.2,31,61,2
3,False,False,True,False,0,4,45.0,78.0,30,2.0,1.3,20,80,2
3,False,False,False,False,8,3,31.0,81.0,12,2.0,1.0,20,120,2
5,False,False,False,False,0,34,52.0,56.0,36,2.82,2.8,55,19,40
20,False,False,False,False,0,3,31.0,81.0,21,2.0,2.0,7,23,12
10,False,False,False,False,5,3,31.0,71.0,20,1.0,1.0,10,120,12
1,False,False,False,False,8,8,26.0,71.0,5,0.9,1.8,50,120,2
4,False,False,False,False,2,11,45.0,75.0,33,1.8,1.5,2,40,2
60,False,False,False,False,1,12,39.0,79.0,21,0.9,1.0,12,26,2
1,False,False,True,False,1,4,30.0,71.0,321,1.0,1.0,12,50,2
5,False,True,True,False,7,10,51.0,63.0,50,2.0,1.0,10,50,14
5,False,False,False,False,1,15,41.0,55.0,32,0.3,0.2,20,120,4
5,False,False,False,False,1,20,26.0,73.0,110,2.0,1.1,8,81,12
20,True,False,False,False,4,21,41.0,61.0,20,1.1,1.1,20,40,2
